-4.72;1
5.28;1
2.99;1
Nunavut;1
Binders and Binder Accessories;1
0.37;1
Ultra Commercial Grade Dual Valve Door Closer;1
Neola Schneider;1
995;1
782.91;1
39.89;1
3.04;1
Nunavut;1
Office Furnishings;1
0.53;1
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";1
Allen Rosenblatt;1
998;1
93.8;1
15.74;1
1.39;1
Nunavut;1
Envelopes;1
0.4;1
Hon 4-Shelf Metal Bookcases;1
Sylvia Foulston;1
1154;1
440.72;1
100.98;1
26.22;1
Nunavut;1
Bookcases;1
0.6;1
Lesro Sheffield Collection Coffee Table;1
 End Table;1
 Center Table;1
 Corner Table;1
Sylvia Foulston;1
1154;1
-481.04;1
71.37;1
69;1
Nunavut;1
Tables;1
0.68;1
g520;1
Jim Radford;1
1344;1
-11.68;1
65.99;1
5.26;1
Nunavut;1
Telephones and Communication;1
0.59;1
LX 788;1
Jim Radford;1
1344;1
313.58;1
155.99;1
8.99;1
Nunavut;1
Telephones and Communication;1
0.58;1
Avery 52;1
Carlos Soltero;1
1412;1
26.92;1
3.69;1
0.5;1
Nunavut;1
Labels;1
0.38;1
Plymouth Boxed Rubber Bands by Plymouth;1
Carlos Soltero;1
1412;1
-5.77;1
4.71;1
0.7;1
Nunavut;1
Rubber Bands;1
0.8;1
GBC Pre-Punched Binding Paper;1
 Plastic;1
 White;1
" 8-1/2"" x 11""";1
Carl Ludwig;1
1539;1
-172.88;1
15.99;1
13.18;1
Nunavut;1
Binders and Binder Accessories;1
0.37;1
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes";1
 10/Pack;1
Carl Ludwig;1
1539;1
-144.55;1
4.89;1
4.93;1
Nunavut;1
Computer Peripherals;1
0.66;1
Newell 335;1
Don Miller;1
1540;1
5.76;1
2.88;1
0.7;1
Nunavut;1
Pens & Art Supplies;1
0.56;1
SANFORD Liquid Accent™ Tank-Style Highlighters;1
Annie Cyprus;1
1702;1
4.9;1
2.84;1
0.93;1
Nunavut;1
Pens & Art Supplies;1
0.54;1
Canon PC940 Copier;1
Carl Ludwig;1
1761;1
-547.61;1
449.99;1
49;1
Nunavut;1
Copiers and Fax;1
0.38;1
Tenex Personal Project File with Scoop Front Design;1
 Black;1
Carlos Soltero;1
1792;1
-5.45;1
13.48;1
4.51;1
Nunavut;1
Storage & Organization;1
0.59;1
Col-Erase® Pencils with Erasers;1
Grant Carroll;1
2275;1
41.67;1
6.08;1
1.17;1
Nunavut;1
Pens & Art Supplies;1
0.56;1
"Imation 3.5"" DS/HD IBM Formatted Diskettes";1
 10/Pack;1
Don Miller;1
2277;1
-46.03;1
5.98;1
4.38;1
Nunavut;1
Computer Peripherals;1
0.75;1
White Dual Perf Computer Printout Paper;1
 2700 Sheets;1
 1 Part;1
 Heavyweight;1
 20 lbs.;1
 14 7/8 x 11;1
Don Miller;1
2277;1
33.67;1
40.99;1
19.99;1
Nunavut;1
Paper;1
0.36;1
Self-Adhesive Address Labels for Typewriters by Universal;1
Alan Barnes;1
2532;1
140.01;1
7.31;1
0.49;1
Nunavut;1
Labels;1
0.38;1
Accessory37;1
Alan Barnes;1
2532;1
-78.96;1
20.99;1
2.5;1
Nunavut;1
Telephones and Communication;1
0.81;1
Fuji 5.2GB DVD-RAM;1
Jack Garza;1
2631;1
252.66;1
40.96;1
1.99;1
Nunavut;1
Computer Peripherals;1
0.55;1
Bevis Steel Folding Chairs;1
Julia West;1
2757;1
-1766.01;1
95.95;1
74.35;1
Nunavut;1
Chairs & Chairmats;1
0.57;1
Avery Binder Labels;1
Eugene Barchas;1
2791;1
-236.27;1
3.89;1
7.01;1
Nunavut;1
Binders and Binder Accessories;1
0.37;1
Hon Every-Day® Chair Series Swivel Task Chairs;1
Eugene Barchas;1
2791;1
80.44;1
120.98;1
30;1
Nunavut;1
Chairs & Chairmats;1
0.64;1
IBM Multi-Purpose Copy Paper;1
" 8 1/2 x 11""";1
 Case;1
Eugene Barchas;1
2791;1
118.94;1
30.98;1
5.76;1
Nunavut;1
Paper;1
0.4;1
Global Troy™ Executive Leather Low-Back Tilter;1
Edward Hooks;1
2976;1
3424.22;1
500.98;1
26;1
Nunavut;1
Chairs & Chairmats;1
0.6;1
XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal;1
Brad Eason;1
3232;1
-11.83;1
7.84;1
4.71;1
Nunavut;1
Binders and Binder Accessories;1
0.35;1
Computer Printout Paper with Letter-Trim Perforations;1
Nicole Hansen;1
3524;1
52.35;1
18.97;1
9.03;1
Nunavut;1
Paper;1
0.37;1
6160;1
Dorothy Wardle;1
3908;1
-180.2;1
115.99;1
2.5;1
Nunavut;1
Telephones and Communication;1
0.57;1
Avery 49;1
Aaron Bergman;1
4132;1
1.32;1
2.88;1
0.5;1
Nunavut;1
Labels;1
0.36;1
Hoover Portapower™ Portable Vacuum;1
Jim Radford;1
4612;1
-375.64;1
4.48;1
49;1
Nunavut;1
Appliances;1
0.6;1
Timeport L7089;1
Annie Cyprus;1
4676;1
-104.25;1
125.99;1
7.69;1
Nunavut;1
Telephones and Communication;1
0.58;1
Avery 510;1
Annie Cyprus;1
4676;1
85.96;1
3.75;1
0.5;1
Nunavut;1
Labels;1
0.37;1
Xerox 1881;1
Annie Cyprus;1
4676;1
-8.38;1
12.28;1
6.47;1
Nunavut;1
Paper;1
0.38;1
LX 788;1
Annie Cyprus;1
4676;1
1115.69;1
155.99;1
8.99;1
Nunavut;1
Telephones and Communication;1
0.58;1
Cardinal Slant-D® Ring Binder;1
 Heavy Gauge Vinyl;1
Annie Cyprus;1
5284;1
-3.05;1
8.69;1
2.99;1
Nunavut;1
Binders and Binder Accessories;1
0.39;1
Memorex 4.7GB DVD-RAM;1
 3/Pack;1
Clay Rozendal;1
5316;1
514.07;1
31.78;1
1.99;1
Nunavut;1
Computer Peripherals;1
0.42;1
Unpadded Memo Slips;1
Don Jones;1
5409;1
-7.04;1
3.98;1
2.97;1
Nunavut;1
Paper;1
0.35;1
Adams Telephone Message Book W/Dividers/Space For Phone Numbers;1
" 5 1/4""X8 1/2""";1
 300/Messages;1
Beth Thompson;1
5506;1
4.41;1
5.88;1
3.04;1
Nunavut;1
Paper;1
0.36;1
Eldon Expressions™ Desk Accessory;1
 Wood Pencil Holder;1
 Oak;1
Frank Price;1
5569;1
-0.06;1
9.65;1
6.22;1
Nunavut;1
Office Furnishings;1
0.55;1
Bell Sonecor JB700 Caller ID;1
Michelle Lonsdale;1
5607;1
-50.33;1
7.99;1
5.03;1
Nunavut;1
Telephones and Communication;1
0.6;1
Avery Arch Ring Binders;1
Ann Chong;1
5894;1
87.68;1
58.1;1
1.49;1
Nunavut;1
Binders and Binder Accessories;1
0.38;1
APC 7 Outlet Network SurgeArrest Surge Protector;1
Ann Chong;1
5894;1
-68.22;1
80.48;1
4.5;1
Nunavut;1
Appliances;1
0.55;1
Deflect-o RollaMat Studded;1
 Beveled Mat for Medium Pile Carpeting;1
Joy Bell;1
5925;1
-354.9;1
92.23;1
39.61;1
Nunavut;1
Office Furnishings;1
0.67;1
Accessory4;1
Joy Bell;1
5925;1
-267.01;1
85.99;1
0.99;1
Nunavut;1
Telephones and Communication;1
0.85;1
Personal Creations™ Ink Jet Cards and Labels;1
Skye Norling;1
6016;1
3.63;1
11.48;1
5.43;1
Nunavut;1
Paper;1
0.36;1
High Speed Automatic Electric Letter Opener;1
Barry Weirich;1
6116;1
-1759.58;1
1637.53;1
24.49;1
Nunavut;1
Scissors;1
 Rulers and Trimmers;1
0.81;1
Xerox 1966;1
Grant Carroll;1
6182;1
-116.79;1
6.48;1
6.65;1
Nunavut;1
Paper;1
0.36;1
Xerox 213;1
Grant Carroll;1
6182;1
-67.28;1
6.48;1
7.86;1
Nunavut;1
Paper;1
0.37;1
Boston Electric Pencil Sharpener;1
 Model 1818;1
 Charcoal Black;1
Adrian Hane;1
6535;1
-19.33;1
28.15;1
8.99;1
Nunavut;1
Pens & Art Supplies;1
0.57;1
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);1
Skye Norling;1
6884;1
-61.21;1
4.98;1
4.75;1
Nunavut;1
Paper;1
0.36;1
Telephone Message Books with Fax/Mobile Section;1
" 5 1/2"" x 3 3/16""";1
Skye Norling;1
6884;1
119.09;1
6.35;1
1.02;1
Nunavut;1
Paper;1
0.39;1
Crate-A-Files™;1
Andrew Gjertsen;1
6916;1
-141.27;1
10.9;1
7.46;1
Nunavut;1
Storage & Organization;1
0.59;1
Angle-D Binders with Locking Rings;1
 Label Holders;1
Ralph Knight;1
6980;1
-77.28;1
7.3;1
7.72;1
Nunavut;1
Binders and Binder Accessories;1
0.38;1
80 Minute CD-R Spindle;1
 100/Pack - Staples;1
Dorothy Wardle;1
6982;1
407.44;1
39.48;1
1.99;1
Nunavut;1
Computer Peripherals;1
0.54;1
Bush Westfield Collection Bookcases;1
 Dark Cherry Finish;1
 Fully Assembled;1
Dorothy Wardle;1
6982;1
-338.27;1
100.98;1
57.38;1
Nunavut;1
Bookcases;1
0.78;1
12-1/2 Diameter Round Wall Clock;1
Dorothy Wardle;1
6982;1
52.56;1
19.98;1
10.49;1
Nunavut;1
Office Furnishings;1
0.49;1
SAFCO Arco Folding Chair;1
Grant Carroll;1
7110;1
1902.24;1
276.2;1
24.49;1
Nunavut;1
Chairs & Chairmats;1
#10 White Business Envelopes;1
4 1/8 x 9 1/2;1
Barry Weirich;1
7430;1
353.2;1
15.67;1
1.39;1
Nunavut;1
Envelopes;1
0.38;1
3M Office Air Cleaner;1
Beth Paige;1
7906;1
271.78;1
25.98;1
5.37;1
Nunavut;1
Appliances;1
0.5;1
Global Leather and Oak Executive Chair;1
 Black;1
Sylvia Foulston;1
8391;1
-268.36;1
300.98;1
64.73;1
Nunavut;1
Chairs & Chairmats;1
0.56;1
Xerox 1936;1
Nicole Hansen;1
8419;1
70.39;1
19.98;1
5.97;1
Nunavut;1
Paper;1
0.38;1
Xerox 214;1
Nicole Hansen;1
8419;1
-86.62;1
6.48;1
7.03;1
Nunavut;1
Paper;1
0.37;1
Carina Double Wide Media Storage Towers in Natural & Black;1
Nicole Hansen;1
8833;1
-846.73;1
80.98;1
35;1
Nunavut;1
Storage & Organization;1
0.81;1
Staples® General Use 3-Ring Binders;1
Beth Paige;1
8995;1
8.05;1
1.88;1
1.49;1
Nunavut;1
Binders and Binder Accessories;1
0.37;1
Xerox 1904;1
Beth Paige;1
8995;1
-78.02;1
6.48;1
5.86;1
Northwest Territories;1
Paper;1
0.36;1
Luxo Professional Combination Clamp-On Lamps;1
Beth Paige;1
8995;1
737.94;1
102.3;1
21.26;1
Northwest Territories;1
Office Furnishings;1
0.59;1
Xerox 217;1
Beth Paige;1
8995;1
-191.28;1
6.48;1
8.19;1
Northwest Territories;1
Paper;1
0.37;1
Revere Boxed Rubber Bands by Revere;1
Beth Paige;1
8995;1
-21.49;1
1.89;1
0.76;1
Northwest Territories;1
Rubber Bands;1
0.83;1
Acco Smartsocket™ Table Surge Protector;1
 6 Color-Coded Adapter Outlets;1
Sylvia Foulston;1
9126;1
884.08;1
62.05;1
3.99;1
Northwest Territories;1
Appliances;1
0.55;1
Tennsco Snap-Together Open Shelving Units;1
 Starter Sets and Add-On Units;1
Bryan Davis;1
9127;1
-329.49;1
279.48;1
35;1
Northwest Territories;1
Storage & Organization;1
0.8;1
Hon 4070 Series Pagoda™ Round Back Stacking Chairs;1
Joy Bell;1
9509;1
2825.15;1
320.98;1
58.95;1
Northwest Territories;1
Chairs & Chairmats;1
0.57;1
Xerox 1887;1
Joy Bell;1
9509;1
2.13;1
18.97;1
5.21;1
Northwest Territories;1
Paper;1
0.37;1
Xerox 1891;1
Joy Bell;1
9509;1
707.15;1
48.91;1
5.81;1
Northwest Territories;1
Paper;1
0.38;1
Avery 506;1
Alan Barnes;1
9763;1
75.13;1
4.13;1
0.5;1
Northwest Territories;1
Labels;1
0.39;1
Bush Heritage Pine Collection 5-Shelf Bookcase;1
 Albany Pine Finish;1
 *Special Order;1
Grant Carroll;1
9927;1
-270.63;1
140.98;1
53.48;1
Northwest Territories;1
Bookcases;1
0.65;1
Lifetime Advantage™ Folding Chairs;1
 4/Carton;1
Grant Carroll;1
9927;1
3387.35;1
218.08;1
18.06;1
Northwest Territories;1
Chairs & Chairmats;1
0.57;1
Microsoft Natural Multimedia Keyboard;1
Grant Carroll;1
9927;1
-82.16;1
50.98;1
6.5;1
Northwest Territories;1
Computer Peripherals;1
0.73;1
Staples Wirebound Steno Books;1
" 6"" x 9""";1
 12/Pack;1
Delfina Latchford;1
10022;1
-3.88;1
10.14;1
2.27;1
Northwest Territories;1
Paper;1
0.36;1
"Acme® 8"" Straight Scissors";1
Jeremy Lonsdale;1
28135;1
38.23;1
12.98;1
3.14;1
Northwest Territories;1
Scissors;1
 Rulers and Trimmers;1
0.6;1
Heavy-Duty E-Z-D® Binders;1
Grant Carroll;1
28165;1
-12.8;1
10.91;1
2.99;1
Northwest Territories;1
Binders and Binder Accessories;1
0.38;1
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);1
Carl Ludwig;1
28289;1
-46.03;1
4.98;1
4.75;1
Northwest Territories;1
Paper;1
0.36;1
Deluxe Rollaway Locking File with Drawer;1
Carlos Daly;1
28486;1
-517.47;1
415.88;1
11.37;1
Northwest Territories;1
Storage & Organization;1
0.57;1
252;1
Ralph Knight;1
28675;1
4.39;1
65.99;1
5.92;1
Northwest Territories;1
Telephones and Communication;1
0.55;1
6160;1
Cindy Schnelling;1
28870;1
822.4;1
115.99;1
2.5;1
Northwest Territories;1
Telephones and Communication;1
0.57;1
Imation 3.5;1
 DISKETTE 44766 HGHLD3.52HD/FM;1
 10/Pack;1
Claudia Miner;1
28871;1
-56.12;1
5.02;1
5.14;1
Northwest Territories;1
Computer Peripherals;1
0.79;1
Prismacolor Color Pencil Set;1
Roy Skaria;1
29030;1
24.6;1
19.84;1
4.1;1
Northwest Territories;1
Pens & Art Supplies;1
0.44;1
Wilson Jones DublLock® D-Ring Binders;1
Delfina Latchford;1
29095;1
54.46;1
6.75;1
2.99;1
Northwest Territories;1
Binders and Binder Accessories;1
0.35;1
Binder Posts;1
Edward Hooks;1
29287;1
-106.4;1
5.74;1
5.01;1
Northwest Territories;1
Binders and Binder Accessories;1
0.39;1
Epson LQ-570e Dot Matrix Printer;1
Edward Hooks;1
29287;1
2699.67;1
270.97;1
28.06;1
Northwest Territories;1
Office Machines;1
0.56;1
Atlantic Metals Mobile 3-Shelf Bookcases;1
 Custom Colors;1
Don Miller;1
29510;1
1292.44;1
260.98;1
41.91;1
Northwest Territories;1
Bookcases;1
0.59;1
Fellowes PB300 Plastic Comb Binding Machine;1
Grant Carroll;1
29795;1
8793.54;1
387.99;1
19.99;1
Northwest Territories;1
Binders and Binder Accessories;1
0.38;1
Rush Hierlooms Collection Rich Wood Bookcases;1
Grant Carroll;1
29795;1
813.83;1
160.98;1
35.02;1
Northwest Territories;1
Bookcases;1
0.72;1
Avery 481;1
Brad Eason;1
29861;1
5.58;1
3.08;1
0.99;1
Northwest Territories;1
Labels;1
0.37;1
Sharp AL-1530CS Digital Copier;1
Charles McCrossin;1
30658;1
6907.61;1
499.99;1
24.49;1
Northwest Territories;1
Copiers and Fax;1
0.36;1
SAFCO Commercial Wire Shelving;1
 Black;1
Charles McCrossin;1
30658;1
-942.5;1
138.14;1
35;1
Northwest Territories;1
Storage & Organization;1
"Avery Trapezoid Extra Heavy Duty 4"" Binders";1
Charles McCrossin;1
30947;1
261.24;1
41.94;1
2.99;1
Northwest Territories;1
Binders and Binder Accessories;1
0.35;1
Self-Adhesive Address Labels for Typewriters by Universal;1
Charles McCrossin;1
30947;1
183.53;1
7.31;1
0.49;1
Northwest Territories;1
Labels;1
0.38;1
StarTAC Series;1
Bryan Mills;1
31077;1
470.83;1
65.99;1
3.9;1
Northwest Territories;1
Telephones and Communication;1
0.55;1
"Rediform Wirebound ""Phone Memo"" Message Book";1
 11 x 5-3/4;1
Monica Federle;1
31111;1
-29.02;1
7.64;1
5.83;1
Northwest Territories;1
Paper;1
0.36;1
Dana Halogen Swing-Arm Architect Lamp;1
Michelle Lonsdale;1
31169;1
109.88;1
40.97;1
14.45;1
Northwest Territories;1
Office Furnishings;1
0.57;1
Global Comet™ Stacking Armless Chair;1
Michelle Lonsdale;1
31270;1
801.72;1
299.05;1
87.01;1
Northwest Territories;1
Chairs & Chairmats;1
0.57;1
Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs;1
Michelle Lonsdale;1
31270;1
-328.36;1
291.73;1
48.8;1
Northwest Territories;1
Chairs & Chairmats;1
0.56;1
Fellowes Internet Keyboard;1
 Platinum;1
Michelle Lonsdale;1
31270;1
-112.44;1
30.42;1
8.65;1
Northwest Territories;1
Computer Peripherals;1
0.74;1
Deluxe Rollaway Locking File with Drawer;1
Beth Thompson;1
31364;1
-539.59;1
415.88;1
11.37;1
Northwest Territories;1
Storage & Organization;1
0.57;1
Luxo Economy Swing Arm Lamp;1
Cindy Schnelling;1
31393;1
-27.31;1
19.94;1
14.87;1
Northwest Territories;1
Office Furnishings;1
0.57;1
*Staples* vLetter Openers;1
 2/Pack;1
Cindy Schnelling;1
31393;1
-32.65;1
3.68;1
1.32;1
Northwest Territories;1
Scissors;1
 Rulers and Trimmers;1
0.83;1
Staples 6 Outlet Surge;1
Nicole Hansen;1
31492;1
-12.25;1
11.97;1
4.98;1
Northwest Territories;1
Appliances;1
0.58;1
Acco Perma® 2700 Stacking Storage Drawers;1
Nicole Hansen;1
31492;1
-21.1;1
29.74;1
6.64;1
Northwest Territories;1
Storage & Organization;1
0.7;1
Fellowes Stor/Drawer® Steel Plus™ Storage Drawers;1
Nicole Hansen;1
31492;1
-235.56;1
95.43;1
19.99;1
Northwest Territories;1
Storage & Organization;1
0.79;1
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;1
Cari Schnelling;1
31558;1
900.06;1
300.65;1
24.49;1
Northwest Territories;1
Appliances;1
0.52;1
Verbatim DVD-RAM;1
 9.4GB;1
 Rewritable;1
 Type 1;1
 DS;1
 DataLife Plus;1
Cari Schnelling;1
31558;1
455.37;1
45.19;1
1.99;1
Northwest Territories;1
Computer Peripherals;1
0.55;1
Lock-Up Easel 'Spel-Binder';1
Roy Skaria;1
31618;1
147.45;1
28.53;1
1.49;1
Northwest Territories;1
Binders and Binder Accessories;1
0.38;1
Adams Write n' Stick Phone Message Book;1
" 11"" X 5 1/4""";1
 200 Messages;1
Susan Vittorini;1
31684;1
23.48;1
5.68;1
1.46;1
Northwest Territories;1
Paper;1
0.39;1
Tenex File Box;1
 Personal Filing Tote with Lid;1
 Black;1
Susan Vittorini;1
31684;1
-328.18;1
15.51;1
17.78;1
Northwest Territories;1
Storage & Organization;1
0.59;1
Fellowes Black Plastic Comb Bindings;1
Sylvia Foulston;1
31781;1
-282.61;1
5.81;1
8.49;1
Northwest Territories;1
Binders and Binder Accessories;1
0.39;1
Assorted Color Push Pins;1
Sylvia Foulston;1
31781;1
5.53;1
1.81;1
0.75;1
Northwest Territories;1
Rubber Bands;1
0.52;1
HP Office Paper (20Lb. and 87 Bright);1
Chad Cunningham;1
32193;1
-10.25;1
6.68;1
6.93;1
Northwest Territories;1
Paper;1
0.37;1
Staples Vinyl Coated Paper Clips;1
Chad Cunningham;1
32193;1
37.33;1
3.93;1
0.99;1
Northwest Territories;1
Rubber Bands;1
0.39;1
Canon MP41DH Printing Calculator;1
Carlos Daly;1
32229;1
44.37;1
150.98;1
13.99;1
Northwest Territories;1
Office Machines;1
0.38;1
Newell 310;1
Carlos Daly;1
32229;1
-0.12;1
1.76;1
0.7;1
Northwest Territories;1
Pens & Art Supplies;1
0.56;1
Kensington 7 Outlet MasterPiece Power Center;1
Grant Carroll;1
32743;1
1280.19;1
177.98;1
0.99;1
Northwest Territories;1
Appliances;1
0.56;1
DAX Metal Frame;1
 Desktop;1
 Stepped-Edge;1
Julia West;1
32806;1
-28.34;1
20.24;1
8.99;1
Northwest Territories;1
Office Furnishings;1
0.46;1
Bush Mission Pointe Library;1
Roy Skaria;1
33123;1
-996.67;1
150.98;1
66.27;1
Northwest Territories;1
Bookcases;1
0.65;1
Accessory21;1
Cindy Schnelling;1
33159;1
-70.97;1
20.99;1
0.99;1
Northwest Territories;1
Telephones and Communication;1
0.37;1
8860;1
Don Jones;1
33186;1
221.18;1
65.99;1
5.26;1
Northwest Territories;1
Telephones and Communication;1
0.56;1
Array® Memo Cubes;1
Beth Thompson;1
33377;1
11.94;1
5.18;1
2.04;1
Northwest Territories;1
Paper;1
0.36;1
"Fiskars 8"" Scissors";1
 2/Pack;1
Beth Thompson;1
33377;1
47.3;1
17.24;1
3.26;1
Northwest Territories;1
Scissors;1
 Rulers and Trimmers;1
0.56;1
12 Colored Short Pencils;1
Alan Barnes;1
33444;1
-17.68;1
2.6;1
2.4;1
Northwest Territories;1
Pens & Art Supplies;1
0.58;1
Pizazz® Global Quick File™;1
Alan Barnes;1
33444;1
-30.48;1
14.97;1
7.51;1
Northwest Territories;1
Storage & Organization;1
0.57;1
Imation 5.2GB DVD-RAM;1
Carl Ludwig;1
33703;1
-131.48;1
60.98;1
1.99;1
Northwest Territories;1
Computer Peripherals;1
0.5;1
Acco Perma® 2700 Stacking Storage Drawers;1
Carl Ludwig;1
33703;1
56.26;1
29.74;1
6.64;1
Northwest Territories;1
Storage & Organization;1
0.7;1
Portable Personal File Box;1
Carl Ludwig;1
33703;1
-8.47;1
12.21;1
4.81;1
Northwest Territories;1
Storage & Organization;1
0.58;1
Snap-A-Way® Black Print Carbonless Speed Message;1
 No Reply Area;1
 Duplicate;1
Jamie Kunitz;1
33734;1
106.53;1
29.14;1
4.86;1
Northwest Territories;1
Paper;1
0.38;1
Ibico Covers for Plastic or Wire Binding Elements;1
Heather Kirkland;1
33888;1
-44.92;1
11.5;1
7.19;1
Northwest Territories;1
Binders and Binder Accessories;1
0.4;1
Hanging Personal Folder File;1
Heather Kirkland;1
33888;1
-35.08;1
15.7;1
11.25;1
Northwest Territories;1
Storage & Organization;1
0.6;1
Tennsco Double-Tier Lockers;1
Heather Kirkland;1
33888;1
965.48;1
225.02;1
28.66;1
Northwest Territories;1
Storage & Organization;1
0.72;1
Wirebound Message Books;1
" Four 2 3/4"" x 5"" Forms per Page";1
 600 Sets per Book;1
Doug Bickford;1
33894;1
11.34;1
9.27;1
4.39;1
Northwest Territories;1
Paper;1
0.38;1
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles";1
" 3-1/8"" Cut";1
Doug Bickford;1
33894;1
-32.48;1
6.84;1
8.37;1
Northwest Territories;1
Scissors;1
 Rulers and Trimmers;1
0.58;1
"Imation 3.5""";1
 DISKETTE 44766 HGHLD3.52HD/FM;1
 10/Pack;1
Doug Bickford;1
33894;1
-173.15;1
4.98;1
4.62;1
Northwest Territories;1
Computer Peripherals;1
0.64;1
PC Concepts 116 Key Quantum 3000 Keyboard;1
Doug Bickford;1
33894;1
-119.02;1
32.98;1
5.5;1
Northwest Territories;1
Computer Peripherals;1
0.75;1
Epson Stylus 1520 Color Inkjet Printer;1
Carlos Daly;1
33922;1
5353.19;1
500.97;1
69.3;1
Northwest Territories;1
Office Machines;1
0.37;1
Avery 494;1
Toby Braunhardt;1
34177;1
9.47;1
2.61;1
0.5;1
Northwest Territories;1
Labels;1
0.39;1
Self-Adhesive Address Labels for Typewriters by Universal;1
Toby Braunhardt;1
34177;1
73.18;1
7.31;1
0.49;1
Northwest Territories;1
Labels;1
0.38;1
Accessory37;1
Toby Braunhardt;1
34177;1
-83.95;1
20.99;1
2.5;1
Northwest Territories;1
Telephones and Communication;1
0.81;1
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;1
Cari Schnelling;1
34215;1
-5.92;1
5.34;1
2.99;1
Northwest Territories;1
Binders and Binder Accessories;1
0.38;1
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac;1
Thomas Seio;1
34246;1
-257.11;1
4.06;1
6.89;1
Northwest Territories;1
Appliances;1
0.6;1
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;1
Thomas Seio;1
34246;1
192.33;1
99.99;1
19.99;1
Northwest Territories;1
Office Machines;1
0.52;1
Peel & Seel® Recycled Catalog Envelopes;1
 Brown;1
Thomas Seio;1
34246;1
1.91;1
11.58;1
6.97;1
Northwest Territories;1
Envelopes;1
0.35;1
Cardinal Poly Pocket Divider Pockets for Ring Binders;1
Brendan Dodson;1
34631;1
-22.28;1
3.36;1
6.27;1
Northwest Territories;1
Binders and Binder Accessories;1
0.4;1
Canon PC1060 Personal Laser Copier;1
Brendan Dodson;1
34631;1
2808.22;1
699.99;1
24.49;1
Northwest Territories;1
Copiers and Fax;1
0.41;1
Sterling Rubber Bands by Alliance;1
Charlotte Melton;1
35047;1
-7.06;1
4.71;1
0.7;1
Northwest Territories;1
Rubber Bands;1
0.85;1
Newell 312;1
Beth Thompson;1
35266;1
33.5;1
5.84;1
1.2;1
Northwest Territories;1
Pens & Art Supplies;1
0.55;1
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;1
Beth Thompson;1
35266;1
-998.94;1
218.75;1
69.64;1
Northwest Territories;1
Tables;1
0.77;1
"Imation 3.5"" DS/HD IBM Formatted Diskettes";1
 50/Pack;1
Eugene Barchas;1
35847;1
-144.27;1
15.98;1
8.99;1
Northwest Territories;1
Computer Peripherals;1
0.64;1
